Year,Race,Pos,No,Driver,Car,Laps,Time/Retired,PTS,Country,Circuit,Type,Direction,Location,Last length used,Turns,Grands Prix,Grands Prix held
2018,987,NC,28,Brendon Hartley HAR,Scuderia Toro Rosso Honda,54.0,DNF,0.0,Austria,Zeltweg Airfield,Road circuit,Clockwise,Zeltweg,3.186 km (1.980 mi),4,Austrian Grand Prix,1
2018,987,NC,3,Daniel Ricciardo RIC,Red Bull Racing TAG Heuer,53.0,DNF,0.0,Austria,Red Bull Ring *,Race circuit,Clockwise,Spielberg,4.318 km (2.683 mi),10,"Austrian Grand Prix,Styrian Grand Prix",38
2018,987,NC,3,Daniel Ricciardo RIC,Red Bull Racing TAG Heuer,53.0,DNF,0.0,Austria,Zeltweg Airfield,Road circuit,Clockwise,Zeltweg,3.186 km (1.980 mi),4,Austrian Grand Prix,1
2018,987,NC,77,Valtteri Bottas BOT,Mercedes,13.0,DNF,0.0,Austria,Red Bull Ring *,Race circuit,Clockwise,Spielberg,4.318 km (2.683 mi),10,"Austrian Grand Prix,Styrian Grand Prix",38
2018,987,NC,77,Valtteri Bottas BOT,Mercedes,13.0,DNF,0.0,Austria,Zeltweg Airfield,Road circuit,Clockwise,Zeltweg,3.186 km (1.980 mi),4,Austrian Grand Prix,1
2018,987,NC,27,Nico Hulkenberg HUL,Renault,11.0,DNF,0.0,Austria,Red Bull Ring *,Race circuit,Clockwise,Spielberg,4.318 km (2.683 mi),10,"Austrian Grand Prix,Styrian Grand Prix",38
2018,987,NC,27,Nico Hulkenberg HUL,Renault,11.0,DNF,0.0,Austria,Zeltweg Airfield,Road circuit,Clockwise,Zeltweg,3.186 km (1.980 mi),4,Austrian Grand Prix,1
2018,989,1,44,Lewis Hamilton HAM,Mercedes,67.0,1:32:29.845,25.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2018,989,1,44,Lewis Hamilton HAM,Mercedes,67.0,1:32:29.845,25.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2018,989,1,44,Lewis Hamilton HAM,Mercedes,67.0,1:32:29.845,25.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2018,989,2,77,Valtteri Bottas BOT,Mercedes,67.0,+4.535s,18.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2018,989,2,77,Valtteri Bottas BOT,Mercedes,67.0,+4.535s,18.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2018,989,2,77,Valtteri Bottas BOT,Mercedes,67.0,+4.535s,18.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2018,989,3,7,Kimi Räikkönen RAI,Ferrari,67.0,+6.732s,15.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2018,989,3,7,Kimi Räikkönen RAI,Ferrari,67.0,+6.732s,15.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2018,989,3,7,Kimi Räikkönen RAI,Ferrari,67.0,+6.732s,15.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2018,989,4,33,Max Verstappen VER,Red Bull Racing TAG Heuer,67.0,+7.654s,12.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2018,989,4,33,Max Verstappen VER,Red Bull Racing TAG Heuer,67.0,+7.654s,12.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2018,989,4,33,Max Verstappen VER,Red Bull Racing TAG Heuer,67.0,+7.654s,12.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2018,989,5,27,Nico Hulkenberg HUL,Renault,67.0,+26.609s,10.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2018,989,5,27,Nico Hulkenberg HUL,Renault,67.0,+26.609s,10.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2018,989,5,27,Nico Hulkenberg HUL,Renault,67.0,+26.609s,10.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2018,989,6,8,Romain Grosjean GRO,Haas Ferrari,67.0,+28.871s,8.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2018,989,6,8,Romain Grosjean GRO,Haas Ferrari,67.0,+28.871s,8.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2018,989,6,8,Romain Grosjean GRO,Haas Ferrari,67.0,+28.871s,8.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2018,989,7,11,Sergio Perez PER,Force India Mercedes,67.0,+30.556s,6.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2018,989,7,11,Sergio Perez PER,Force India Mercedes,67.0,+30.556s,6.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2018,989,7,11,Sergio Perez PER,Force India Mercedes,67.0,+30.556s,6.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2018,989,8,31,Esteban Ocon OCO,Force India Mercedes,67.0,+31.750s,4.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2018,989,8,31,Esteban Ocon OCO,Force India Mercedes,67.0,+31.750s,4.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2018,989,8,31,Esteban Ocon OCO,Force India Mercedes,67.0,+31.750s,4.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2018,989,9,9,Marcus Ericsson ERI,Sauber Ferrari,67.0,+32.362s,2.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2018,989,9,9,Marcus Ericsson ERI,Sauber Ferrari,67.0,+32.362s,2.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2018,989,9,9,Marcus Ericsson ERI,Sauber Ferrari,67.0,+32.362s,2.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2018,989,10,28,Brendon Hartley HAR,Scuderia Toro Rosso Honda,67.0,+34.197s,1.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2018,989,10,28,Brendon Hartley HAR,Scuderia Toro Rosso Honda,67.0,+34.197s,1.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2018,989,10,28,Brendon Hartley HAR,Scuderia Toro Rosso Honda,67.0,+34.197s,1.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2018,989,11,20,Kevin Magnussen MAG,Haas Ferrari,67.0,+34.919s,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2018,989,11,20,Kevin Magnussen MAG,Haas Ferrari,67.0,+34.919s,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2018,989,11,20,Kevin Magnussen MAG,Haas Ferrari,67.0,+34.919s,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2018,989,12,55,Carlos Sainz SAI,Renault,67.0,+43.069s,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2018,989,12,55,Carlos Sainz SAI,Renault,67.0,+43.069s,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2018,989,12,55,Carlos Sainz SAI,Renault,67.0,+43.069s,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2018,989,13,2,Stoffel Vandoorne VAN,McLaren Renault,67.0,+46.617s,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2018,989,13,2,Stoffel Vandoorne VAN,McLaren Renault,67.0,+46.617s,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2018,989,13,2,Stoffel Vandoorne VAN,McLaren Renault,67.0,+46.617s,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2018,989,14,10,Pierre Gasly GAS,Scuderia Toro Rosso Honda,66.0,+1 lap,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2018,989,14,10,Pierre Gasly GAS,Scuderia Toro Rosso Honda,66.0,+1 lap,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2018,989,14,10,Pierre Gasly GAS,Scuderia Toro Rosso Honda,66.0,+1 lap,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2018,989,15,16,Charles Leclerc LEC,Sauber Ferrari,66.0,+1 lap,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2018,989,15,16,Charles Leclerc LEC,Sauber Ferrari,66.0,+1 lap,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2018,989,15,16,Charles Leclerc LEC,Sauber Ferrari,66.0,+1 lap,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2018,989,16,14,Fernando Alonso ALO,McLaren Renault,65.0,DNF,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2018,989,16,14,Fernando Alonso ALO,McLaren Renault,65.0,DNF,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2018,989,16,14,Fernando Alonso ALO,McLaren Renault,65.0,DNF,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2018,989,NC,18,Lance Stroll STR,Williams Mercedes,53.0,DNF,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2018,989,NC,18,Lance Stroll STR,Williams Mercedes,53.0,DNF,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2018,989,NC,18,Lance Stroll STR,Williams Mercedes,53.0,DNF,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2018,989,NC,5,Sebastian Vettel VET,Ferrari,51.0,DNF,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2018,989,NC,5,Sebastian Vettel VET,Ferrari,51.0,DNF,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2018,989,NC,5,Sebastian Vettel VET,Ferrari,51.0,DNF,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2018,989,NC,35,Sergey Sirotkin SIR,Williams Mercedes,51.0,DNF,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2018,989,NC,35,Sergey Sirotkin SIR,Williams Mercedes,51.0,DNF,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2018,989,NC,35,Sergey Sirotkin SIR,Williams Mercedes,51.0,DNF,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2018,989,NC,3,Daniel Ricciardo RIC,Red Bull Racing TAG Heuer,27.0,DNF,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2018,989,NC,3,Daniel Ricciardo RIC,Red Bull Racing TAG Heuer,27.0,DNF,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2018,989,NC,3,Daniel Ricciardo RIC,Red Bull Racing TAG Heuer,27.0,DNF,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2018,990,1,44,Lewis Hamilton HAM,Mercedes,70.0,1:37:16.427,25.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2018,990,2,5,Sebastian Vettel VET,Ferrari,70.0,+17.123s,18.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2018,990,3,7,Kimi Räikkönen RAI,Ferrari,70.0,+20.101s,15.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2018,990,4,3,Daniel Ricciardo RIC,Red Bull Racing TAG Heuer,70.0,+46.419s,12.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2018,990,5,77,Valtteri Bottas BOT,Mercedes,70.0,+60.000s,10.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2018,990,6,10,Pierre Gasly GAS,Scuderia Toro Rosso Honda,70.0,+73.273s,8.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2018,990,7,20,Kevin Magnussen MAG,Haas Ferrari,69.0,+1 lap,6.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2018,990,8,14,Fernando Alonso ALO,McLaren Renault,69.0,+1 lap,4.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2018,990,9,55,Carlos Sainz SAI,Renault,69.0,+1 lap,2.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2018,990,10,8,Romain Grosjean GRO,Haas Ferrari,69.0,+1 lap,1.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2018,990,11,28,Brendon Hartley HAR,Scuderia Toro Rosso Honda,69.0,+1 lap,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2018,990,12,27,Nico Hulkenberg HUL,Renault,69.0,+1 lap,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2018,990,13,31,Esteban Ocon OCO,Force India Mercedes,69.0,+1 lap,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2018,990,14,11,Sergio Perez PER,Force India Mercedes,69.0,+1 lap,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2018,990,15,9,Marcus Ericsson ERI,Sauber Ferrari,68.0,+2 laps,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2018,990,16,35,Sergey Sirotkin SIR,Williams Mercedes,68.0,+2 laps,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2018,990,17,18,Lance Stroll STR,Williams Mercedes,68.0,+2 laps,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2018,990,NC,2,Stoffel Vandoorne VAN,McLaren Renault,49.0,DNF,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2018,990,NC,33,Max Verstappen VER,Red Bull Racing TAG Heuer,5.0,DNF,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2018,990,NC,16,Charles Leclerc LEC,Sauber Ferrari,0.0,DNF,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2018,991,1,5,Sebastian Vettel VET,Ferrari,44.0,1:23:34.476,25.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2018,991,1,5,Sebastian Vettel VET,Ferrari,44.0,1:23:34.476,25.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2018,991,1,5,Sebastian Vettel VET,Ferrari,44.0,1:23:34.476,25.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2018,991,2,44,Lewis Hamilton HAM,Mercedes,44.0,+11.061s,18.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2018,991,2,44,Lewis Hamilton HAM,Mercedes,44.0,+11.061s,18.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2018,991,2,44,Lewis Hamilton HAM,Mercedes,44.0,+11.061s,18.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2018,991,3,33,Max Verstappen VER,Red Bull Racing TAG Heuer,44.0,+31.372s,15.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2018,991,3,33,Max Verstappen VER,Red Bull Racing TAG Heuer,44.0,+31.372s,15.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2018,991,3,33,Max Verstappen VER,Red Bull Racing TAG Heuer,44.0,+31.372s,15.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2018,991,4,77,Valtteri Bottas BOT,Mercedes,44.0,+68.605s,12.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2018,991,4,77,Valtteri Bottas BOT,Mercedes,44.0,+68.605s,12.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2018,991,4,77,Valtteri Bottas BOT,Mercedes,44.0,+68.605s,12.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2018,991,5,11,Sergio Perez PER,Force India Mercedes,44.0,+71.023s,10.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2018,991,5,11,Sergio Perez PER,Force India Mercedes,44.0,+71.023s,10.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2018,991,5,11,Sergio Perez PER,Force India Mercedes,44.0,+71.023s,10.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2018,991,6,31,Esteban Ocon OCO,Force India Mercedes,44.0,+79.520s,8.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2018,991,6,31,Esteban Ocon OCO,Force India Mercedes,44.0,+79.520s,8.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2018,991,6,31,Esteban Ocon OCO,Force India Mercedes,44.0,+79.520s,8.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2018,991,7,8,Romain Grosjean GRO,Haas Ferrari,44.0,+85.953s,6.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2018,991,7,8,Romain Grosjean GRO,Haas Ferrari,44.0,+85.953s,6.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2018,991,7,8,Romain Grosjean GRO,Haas Ferrari,44.0,+85.953s,6.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2018,991,8,20,Kevin Magnussen MAG,Haas Ferrari,44.0,+87.639s,4.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2018,991,8,20,Kevin Magnussen MAG,Haas Ferrari,44.0,+87.639s,4.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2018,991,8,20,Kevin Magnussen MAG,Haas Ferrari,44.0,+87.639s,4.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2018,991,9,10,Pierre Gasly GAS,Scuderia Toro Rosso Honda,44.0,+105.892s,2.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2018,991,9,10,Pierre Gasly GAS,Scuderia Toro Rosso Honda,44.0,+105.892s,2.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2018,991,9,10,Pierre Gasly GAS,Scuderia Toro Rosso Honda,44.0,+105.892s,2.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2018,991,10,9,Marcus Ericsson ERI,Sauber Ferrari,43.0,+1 lap,1.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2018,991,10,9,Marcus Ericsson ERI,Sauber Ferrari,43.0,+1 lap,1.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2018,991,10,9,Marcus Ericsson ERI,Sauber Ferrari,43.0,+1 lap,1.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2018,991,11,55,Carlos Sainz SAI,Renault,43.0,+1 lap,0.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2018,991,11,55,Carlos Sainz SAI,Renault,43.0,+1 lap,0.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2018,991,11,55,Carlos Sainz SAI,Renault,43.0,+1 lap,0.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2018,991,12,35,Sergey Sirotkin SIR,Williams Mercedes,43.0,+1 lap,0.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2018,991,12,35,Sergey Sirotkin SIR,Williams Mercedes,43.0,+1 lap,0.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2018,991,12,35,Sergey Sirotkin SIR,Williams Mercedes,43.0,+1 lap,0.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2018,991,13,18,Lance Stroll STR,Williams Mercedes,43.0,+1 lap,0.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2018,991,13,18,Lance Stroll STR,Williams Mercedes,43.0,+1 lap,0.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2018,991,13,18,Lance Stroll STR,Williams Mercedes,43.0,+1 lap,0.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2018,991,14,28,Brendon Hartley HAR,Scuderia Toro Rosso Honda,43.0,+1 lap,0.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
